conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d974d81a-a8db-430d-a3fe-b064bd6a374f,skill/competence,transversal,understand spoken Turkish,released,comprehend spoken Turkish | understand Turkish speech | understand spoken Turkish | listen to Turkish | interpret spoken Turkish | understanding spoken Turkish | make sense of spoken Turkish,Comprehend orally expressed Turkish.,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,Turkish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/d9916072-47e1-4466-9908-e7d8f654adc9,skill/competence,transversal,understand spoken Ukrainian,released,comprehend spoken Ukrainian | understanding spoken Ukrainian | interpret spoken Ukrainian | listen to Ukrainian | make sense of spoken Ukrainian | understand spoken Ukrainian | understand Ukrainian speech,Comprehend orally expressed Ukrainian.,http://data.europa.eu/esco/skill/354b948c-7eef-4ebc-bfd6-f60d7d5acb62,Ukrainian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,knowledge,transversal,Czech,released,Czech | competent in Czech | ability to comprehend spoken and written Czech and to speak and write in Czech,The Czech language.Czech is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da4fed26-1991-45bd-b7e0-4eded5dcee10,skill/competence,transversal,understand written Slovenian,released,read Slovenian | understand written Slovenian | comprehend written Slovene | make sense of written Slovenian | comprehend written Slovenian | interpret written Slovenian | understanding written Slovenian | understand Slovenian writing,Read and comprehend written texts in Slovenian.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,Slovenian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/db751c12-2062-477b-b2b2-6be80daa1ff8,skill/competence,transversal,interact verbally in Kurdish,released,interacting verbally in Kurdish | interact verbally in Kurdish | communicate verbally in Kurdish | speak Kurdish | verbally interact in Kurdish | be fluent in Kurdish,Communicate orally in ​Kurdish.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,Kurdish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dc052a4f-fb8e-4edb-a575-3a63ddd5b94b,skill/competence,transversal,interact verbally in Polish,released,verbally interact in Polish | interacting verbally in Polish | speak Polish | be fluent in Polish | interact verbally in Polish | communicate verbally in Polish,Communicate orally in Polish.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,Polish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dcdff38c-01b1-4e44-bc2f-f69b889d45bb,skill/competence,transversal,interact verbally in Macedonian,released,verbally interact in Macedonian | communicate verbally in Macedonian | interact verbally in Macedonian | speak Macedonian | be fluent in Macedonian | interacting verbally in Macedonian,Communicate orally in Macedonian.,http://data.europa.eu/esco/skill/15f261e6-4379-437e-b137-b0c473ae3e74,Macedonian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/dd5cb6ea-3818-4734-816d-821a67a3684e,skill/competence,transversal,interact verbally in Japanese,released,verbally interact in Japanese | interact verbally in Japanese | interacting verbally in Japanese | be fluent in Japanese | communicate verbally in Japanese | speak Japanese,Communicate orally in Japanese.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,Japanese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,knowledge,transversal,Hungarian,released,competent in Hungarian | Hungarian | ability to comprehend spoken and written Hungarian and to speak and write in Hungarian,The Hungarian language. Hungarian is an official working language of the EU.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/df794a74-0392-4178-918b-e38e68487325,skill/competence,transversal,understand spoken Tamil,released,understanding spoken Tamil | listen to Tamil | interpret spoken Tamil | understand spoken Tamil | understand Tamil speech | make sense of spoken Tamil | comprehend spoken Tamil,Comprehend orally expressed Tamil.,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,Tamil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,knowledge,transversal,Punjabi,released,Panjabi | ability to comprehend spoken and written Punjabi and to speak and write in Punjabi | competent in Punjabi | Punjabi,The Punjabi language.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e0f20875-de6a-4795-9788-6a32be41512f,skill/competence,transversal,understand written Croatian,released,understand written Croatian | understanding written Croatian | understand Croatian writing | read Croatian | comprehend written Croatian | make sense of written Croatian | interpret written Croatian,Read and comprehend written texts in Croatian.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,Croatian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e18ee06c-7a0f-47d5-8143-345b8a6f4739,skill/competence,transversal,understand spoken Occitan,released,comprehend spoken Occitan | interpret spoken Occitan | understand Occitan speech | comprehend spoken Languedoc | listen to Occitan | comprehend spoken Provençal | make sense of spoken Occitan | understand spoken Occitan | understanding spoken Occitan,Comprehend orally expressed ​Occitan.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,Occitan
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e1ebf53c-8800-402c-9e61-e19ac072c52d,skill/competence,transversal,understand spoken Hindi,released,listen to Hindi | understand Hindi speech | understand spoken Hindi | interpret spoken Hindi | comprehend spoken Hindi | understanding spoken Hindi | make sense of spoken Hindi,Comprehend orally expressed Hindi.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,Hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e29c14e1-60c7-444c-b3d0-43d6bee04340,skill/competence,transversal,write Limburgish,released,writing Limburgish | write Limburgian | correspond in written Limburgish | show competency in written Limburgish | write Limburgish | write Limburgic,Compose written texts in ​Limburgish.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,Limburgish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3332a83-c688-4838-bd19-e66f6da2201e,skill/competence,transversal,understand spoken Bihari,released,understanding spoken Bihari | understand Bihari speech | make sense of spoken Bihari | understand spoken Bihari | interpret spoken Bihari | comprehend spoken Bihari | listen to Bihari,Comprehend orally expressed Bihari.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,Bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e35cfb6e-ea8e-4aef-aab9-3cbc7d79647b,skill/competence,transversal,write Dutch,released,write Dutch | write Flemish | show competency in written Dutch | correspond in written Dutch | writing Dutch,Compose written texts in Dutch.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,Dutch
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e396053a-7820-4c4d-9ba9-20d66753f50e,skill/competence,transversal,understand spoken Sardinian,released,comprehend spoken Sardinian | comprehend spoken Sard | interpret spoken Sardinian | understand Sardinian speech | listen to Sardinian | understand spoken Sardinian | understanding spoken Sardinian | make sense of spoken Sardinian | comprehend spoken Sardu,Comprehend orally expressed ​Sardinian.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,Sardinian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e39c8636-6bbc-44c3-88ba-de059ac2396c,skill/competence,transversal,interact verbally in Serbian,released,be fluent in Serbian | interact verbally in Serbian | speak Serbian | interacting verbally in Serbian | verbally interact in Serbian | communicate verbally in Serbian,Communicate orally in Serbian.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,Serbian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e3a22d2c-2b2e-4eda-b756-2a1908be79b7,skill/competence,transversal,understand spoken Limburgish,released,understand spoken Limburgish | comprehend spoken Limburgish | comprehend spoken Limburgian | interpret spoken Limburgish | make sense of spoken Limburgish | comprehend spoken Limburgic | understanding spoken Limburgish | understand Limburgish speech,Comprehend orally expressed Limburgish.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,Limburgish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e58ea17c-1442-4b34-8ec6-0587a5fb55a6,skill/competence,transversal,understand written Greek,released,understand Greek writing | comprehend written Greek | read Greek | interpret written Greek | make sense of written Greek | understanding written Greek | understand written Greek,Read and comprehend written texts in Greek.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Greek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e5dbcfcf-3139-40e2-87ed-f7154a0a70a4,skill/competence,transversal,understand written Bengali,released,comprehend written Bengia | make sense of written Bengali | comprehend written Bengali | understanding written Bengali | understand written Bengali | read Bengali | understand Bengali writing | interpret written Bengali,Read and comprehend written texts in Bengali.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,Bengali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e747e77e-0ea1-4001-8b07-1d11946b5f1b,knowledge,transversal,French,released,ability to comprehend spoken and written French and to speak and write in French | competent in French | French,The French language. French is an official and working language of the EU.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e832f8d8-d627-4b0d-b1a5-b52f3917bb63,skill/competence,transversal,understand written Slovak,released,understand written Slovak | interpret written Slovak | make sense of written Slovak | comprehend written Slovak | understand Slovak writing | understanding written Slovak | read Slovak,Read and comprehend written texts in Slovak.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,Slovak
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,knowledge,transversal,Tamil,released,Tamil | competent in Tamil | ability to comprehend spoken and written Tamil and to speak and write in Tamil,The Tamil language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea4d26de-df11-464f-940f-d63f0f5848f1,skill/competence,transversal,interact verbally in Sardinian,released,interact verbally in Sardinian | speak Sardu | speak Sardinian | be fluent in Sardinian | communicate verbally in Sardinian | speak Sard | verbally interact in Sardinian | interacting verbally in Sardinian,Communicate orally in ​Sardinian.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,Sardinian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,knowledge,transversal,Greek,released,ability to comprehend spoken and written Greek and to speak and write in Greek | Greek | competent in Greek,The Greek language. Greek is an official and working language of the EU.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eb19f00b-62c1-493b-bd75-1e90718ac04a,skill/competence,transversal,interact verbally in Bengali,released,communicate verbally in Bengali | speak Bengali | verbally interact in Bengali | interacting verbally in Bengali | interact verbally in Bengali | be fluent in Bengali,Communicate orally in ​Bengali.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,Bengali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ec4855b5-84a5-4c59-812e-8e4319d7bf8d,skill/competence,transversal,write Persian,released,correspond in written Farsi | writing Persian | show competency in written Persian | write Persian | correspond in written Persian | write Farsi,Compose written texts in Persian.,http://data.europa.eu/esco/skill/58cabf75-2520-4358-a210-2cbc628f4aa2,Persian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecb6d4ea-5693-453b-8c9a-d6c68589319a,skill/competence,transversal,understand spoken Czech,released,comprehend spoken Czech | understand Czech speech | understand spoken Czech | make sense of spoken Czech | understanding spoken Czech | listen to Czech | interpret spoken Czech,Comprehend orally expressed Czech.,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,Czech
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed1614dd-5a66-4a95-968f-a0d46ecdce92,skill/competence,transversal,write Tamil,released,writing Tamil | correspond in written Tamil | write Tamil | show competency in written Tamil,Compose written texts in Tamil.,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,Tamil
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edd82d34-0ab5-45cb-9997-360e177ced27,skill/competence,transversal,interact verbally in Armenian,released,interact verbally in Armenian | speak Armenian | interacting verbally in Armenian | be fluent in Armenian | verbally interact in Armenian | communicate verbally in Armenian,Communicate orally in Armenian.,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,Armenian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,knowledge,transversal,Bengali,released,ability to comprehend spoken and written Bengali and to speak and write in Bengali | Bengali | competent in Bengali | Bangla,The Bengali language.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efa7943e-28b8-4657-bccb-f04e86ba058b,skill/competence,transversal,write Kurdish,released,writing Kurdish | correspond in written Kurdish | show competency in written Kurdish | write Kurdish,Compose written texts in ​Kurdish.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,Kurdish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f018c29a-e837-4c4e-ac7c-aea212e0fc48,skill/competence,transversal,understand spoken Urdu,released,listen to Urdu | understand spoken Urdu | interpret spoken Urdu | understanding spoken Urdu | make sense of spoken Urdu | understand Urdu speech | comprehend spoken Urdu,Comprehend orally expressed Urdu.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,Urdu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f16e242e-a0e1-4d3a-b8bc-0fc6eca50354,skill/competence,transversal,write Kazakh,released,correspond in written Kazakh | write Kazakh | show competency in written Kazakh | writing Kazakh,Compose written texts in Kazakh.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,Kazakh
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,knowledge,transversal,Albanian,released,competent in Albanian | Albanian | ability to comprehend spoken and written Albanian and to speak and write in Albanian,The Albanian language.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f2d14962-e378-4df4-87ce-f1786df2b015,skill/competence,transversal,understand spoken Belarusian,released,make sense of spoken Belarusian | understand Belarusian speech | listen to Belarusian | understanding spoken Belarusian | comprehend spoken Belarusian | understand spoken Belarusian | interpret spoken Belarusian,Comprehend orally expressed Belarusian.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,Belarusian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,knowledge,transversal,Kazakh,released,Kazakh | competent in Kazakh | ability to comprehend spoken and written Kazakh and to speak and write in Kazakh,The ​Kazakh language.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,knowledge,transversal,Polish,released,Polish | ability to comprehend spoken and written Polish and to speak and write in Polish | competent in Polish,The Polish language. Polish is an official and working language of the EU.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f58e2088-08c5-4680-83a1-18ba01299d4c,skill/competence,transversal,interact verbally in Hebrew,released,interacting verbally in Hebrew | interact verbally in Hebrew | communicate verbally in Hebrew | verbally interact in Hebrew | be fluent in Hebrew | speak Hebrew,Communicate orally in Hebrew.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,Hebrew
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5e51369-45c6-42b1-8ccc-d1826112e555,skill/competence,transversal,understand spoken Polish,released,understand spoken Polish | interpret spoken Polish | understand Polish speech | listen to Polish | comprehend spoken Polish | make sense of spoken Polish | understanding spoken Polish,Comprehend orally expressed Polish.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,Polish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f61a0a31-5b6b-4129-b5c2-99e10a5d7794,skill/competence,transversal,understand written Welsh,released,interpret written Welsh | understand Welsh writing | read Welsh | understand written Welsh | understanding written Welsh | make sense of written Welsh | comprehend written Welsh,Read and comprehend written texts in Welsh.,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,Welsh
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f739ca36-437c-4f87-83bb-7a1933768d26,skill/competence,transversal,understand written Limburgish,released,make sense of written Limburgish | understand Limburgish writing | comprehend written Limburgian | read Limburgic | understanding written Limburgish | comprehend written Limburgic | understand written Limburgish | read Limburgish | interpret written Limburgish | comprehend written Limburgish,Read and comprehend written texts in ​Limburgish.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,Limburgish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7d66f52-6ea4-4ed4-a5b1-318c8eff6f47,skill/competence,transversal,interact verbally in Galician,released,speak Galician | interacting verbally in Galician | be fluent in Galician | communicate verbally in Galician | verbally interact in Galician | interact verbally in Galician,Communicate orally in Galician.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,Galician
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,knowledge,transversal,Korean,released,competent in Korean | ability to comprehend spoken and written Korean and to speak and write in Korean | Korean,The Korean language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa8ee260-64dc-42db-a5c7-9d3b232767df,skill/competence,transversal,write Polish,released,writing Polish | correspond in written Polish | write Polish | show competency in written Polish,Compose written texts in Polish.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,Polish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fb299aca-b999-4829-9a40-f8379ac006f4,skill/competence,transversal,interact verbally in Malay,released,verbally interact in Malay | be fluent in Malay | interacting verbally in Malay | interact verbally in Malay | speak Malaysian | speak Malay | communicate verbally in Malay,Communicate orally in Malay.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,Malay
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fbe75fa4-4f78-459b-858a-a30b29e7591e,skill/competence,transversal,understand spoken Walloon,released,understand Walloon speech | understand spoken Walloon | listen to Walloon | make sense of spoken Walloon | understanding spoken Walloon | interpret spoken Walloon | comprehend spoken Walloon,Comprehend orally expressed Walloon.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,Walloon
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,knowledge,transversal,Armenian,released,Armenian | ability to comprehend spoken and written Armenian and to speak and write in Armenian | competent in Armenian,The Armenian language.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fcd4892f-486f-4e86-b78b-146a95c546a1,skill/competence,transversal,interact verbally in Croatian,released,be fluent in Croatian | communicate verbally in Croatian | interacting verbally in Croatian | speak Croatian | verbally interact in Croatian | interact verbally in Croatian,Communicate orally in Croatian.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,Croatian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff52e69a-8873-4827-b140-958dee5a62bb,skill/competence,transversal,understand spoken Norwegian,released,comprehend spoken Norwegian | interpret spoken Norwegian | understand Norwegian speech | understanding spoken Norwegian | make sense of spoken Norwegian | understand spoken Norwegian,Comprehend orally expressed Norwegian.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,Norwegian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff7f57d7-084b-4ec2-8e2d-2637b1ab3931,skill/competence,transversal,write Occitan,released,correspond in written Provençal | writing Occitan | correspond in written Languedoc | write Occitan | show competency in written Occitan | correspond in written Occitan,Compose written texts in ​Occitan.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,Occitan
