conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001d46db-035e-4b92-83a3-ed8771e0c123,train staff to reduce food waste,released,skill/competence,sector-specific,teach students food waste reduction practices | inform staff on food waste reduction practices | educate workers on food recycling methods | educate staff on food waste reduction,"Establish new trainings and staff development provisions to support staff knowledge in food waste prevention and food recycling practices. Ensure that staff understands methods of and tools for food recycling, e.g., separating waste.",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,training on operational procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,develop energy saving concepts,released,skill/competence,cross-sector,developing concepts for energy saving | developing energy saving concepts | develop energy saving concepts | develop concepts for energy saving | create concepts for energy saving | creating energy saving concepts | energy saving concepts creating | create energy saving concepts | creating concepts for energy saving | energy saving concepts developing,"Use current research results and collaborate with experts to optimise or develop concepts, equipment, and production processes which require a lesser amount of energy such as new insulation practices and materials.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458,developing operational policies and procedures | think innovately
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0058526a-11e9-40a1-ab33-7c5ffdf5da05,conduct research on flora,released,skill/competence,sector-specific,carry out research on flora | flora research | conduct research on flora | perform research on flora | run research on flora | research on flora,"Collect and analyse data about plants in order to discover their basic aspects such as origin, anatomy, and function.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analysing scientific and medical data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f,install heat pump,released,skill/competence,cross-sector,install heat pump | installation of heat pumps | commission heat pumps | heat pump commissioning | installing heat pump | commissioning of heat pump | commission heat pump | heat pump installation | commissioning heat pump | commissioning heat pumps | installing heat pumps | installation of heat pump | commissioning of heat pumps | install heat pumps | heat pump installing,"Install heat pumps, which use the physical properties of substances called refrigerants to extract heat from an environment and release it to a warmer environment, counter to spontaneous heat flow. Create the necessary openings and install the indoors and outdoors parts of the heat pump. Connect electricity and any ducts, and configure the heat pump.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installing heating, ventilation and air conditioning equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e,design biomass installations,released,skill/competence,sector-specific,design biomass installation | design biomass system,"Design the biomass energy system. Determine construction boundaries such as needed space and weight. Calculate indicators such as capacity, flow, and temperatures. Make detailed descriptions and drawings of the design.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,inspect offshore constructions,released,skill/competence,cross-sector,inspect offshore constructions | evaluate offshore constructions | inspect offshore construction | inspeting offshore constructions | examine offshore constructions | check offshore constructions | assess offshore constructions,Conduct regular inspections during and after the construction of offshore facilities such as oil platforms to ensure risk minimisation and compliance with regulations.,http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"advising on legal, regulatory or procedural matters"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,adopt ways to foster biodiversity and animal welfare,released,skill/competence,transversal,implement environmental choices in your own eating habit | adopt a sustainable eating habit | promoting organic and biological food consumption | take animal welfare into account when buying food products | concretely support biodiversity and animal welfare | take sustainability issues into account in consumption choices,"Engage in behaviours that help maintaining stable ecosystems and combatting mass extinction, for example by making conscious dietary choices that support organic food production and animal welfare. ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,applying environmental skills and competences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,perform a feasibility study for building management systems,released,skill/competence,sector-specific,carry out bms feasibility study,"Perform the evaluation and assessment of the potential of a building management system. Realise a standardised study to determine the energy saving contribution, costs and restrictions, and conduct research to support the process of decision making.",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,analysing business operations | execute feasibility study
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d,remove contaminated materials,released,skill/competence,sector-specific,remove contaminated materials | contaminated materials removing | removing contaminated materials | treat contaminated materials | dispose of contaminated materials | contaminated materials treating | contaminated materials disposing,Remove materials and equipment which are contaminated with hazardous substances in order to protect the surroundings from further contamination and to treat or dispose of the contaminated materials.,http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,handling and disposing of hazardous materials | assess contamination
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,follow procedures to control substances hazardous to health,released,skill/competence,sector-specific,comply with guidelines for use of hazardous substances | follow control of health procedures for hazardous substances | follow health procedures for the  control of hazardous substances | follow control of substances hazardous to health procedures | ensure safe use of substances hazardous to health,"Adhere to the Control of Substances Hazardous to Health (COSHH) procedures for activities that involve hazardous substances, such as bacteria, allergens, waste oil, paint or brake fluids that result in illness or injury.",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176,handling and disposing of hazardous materials | follow safety precautions in work practices
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab,measure trees,released,skill/competence,cross-sector,measure trees | measure tree height | measuring trees | gauge tree measurement | measure the trees,"Take all relevant measurements of a tree: use a clinometer to gauge the height, tape to measure the circumference, and increment borers and bark gauges to estimate the growth rate.",http://data.europa.eu/esco/skill/ab75d510-ac75-482d-b671-bb3bad741f07 | http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,carry out work-related measurements | measuring dimensions and related properties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d93bf5-3c09-489c-a0d7-a895b068041a,rescue animals,released,skill/competence,sector-specific,rescue animals from dangerous situations | recover animals from dangerous situations | carry out animal rescues to protect animal welfare | rescue animals from threatening situations | perform animal rescues | rescue animals | remove animals from situations that threaten their welfare | ensure animals in threatening situations are rescued | conduct animal rescue activities | extricate animals from threatening situation | recover animals from threatening situations | extricate animals from dangerous situations,Rescue animals found in situations which present an immediate or potential threat to their welfare.',http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,maintaining and enforcing physical security
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca,climate smart agriculture,released,knowledge,sector-specific,,"An integrated approach to landscape management that aims at increasing food productivity, enhance crop resilience, ensure food safety and reduce emissions and adapt to climate change.",http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,prepare energy performance contracts,released,skill/competence,sector-specific,compose energy performance contracts | draft energy performance contracts  | drafting energy performance contracts | compose Energy Performance Certificates | energy performance contract composing | energy performance contracts drafting | energy performance contracts composing | composing energy performance contracts | energy performance contract drafting | compose EPC,Prepare and review contracts that describe the energy performance while making sure they comply with legal requirements.,http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,negotiate compromises | technical or academic writing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0562cd60-cd92-47c3-bc63-30a55c5ca4fe,examine geochemical samples,released,skill/competence,sector-specific,geochemical samples examination | analysing environmental samples | analysis of environmental samples | environmental samples analysis | examination of geochemical samples | examine geochemical samples | examining geochemical samples | geochemical sample examination | geochemical examination of samples | analyse environmental samples,"Analyse laboratory samples using equipment such as spectrometers, gas chromatographs, microscopes, microprobes and carbon analysers. Determine the age and characteristics of environmental samples such as minerals, rock or soil.",http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,perform sample testing | testing and analysing substances
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,solar energy,released,knowledge,cross-sector,energy from the sun | sun energy | energy from sunlight | solar power | solar thermal energy | solar energy | STE | renewable solar,"The energy which originates from light and heat from the sun, and which can be harnessed and used as a renewable source of energy using different technologies, such as photovoltaics (PV) for electricity production and solar thermal energy (STE) for thermal energy generation.",http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0625e737-2b29-4835-ac28-aeec4a8dc0f2,test paper production samples,released,skill/competence,sector-specific,testing paper production samples | measure paper production samples | check paper production samples | monitor paper production samples | evaluate paper production samples | test paper production sample | verify paper production samples | test paper production samples,"Acquire test samples at various stages of the paper deinking and paper recycling process. Process the samples, e.g. by adding a measured amount of dye solution, and test them to determine values such as the pH level, the tear resistance or the degree of disintegration.",http://data.europa.eu/esco/skill/cd4b9e72-a18d-44bd-b227-14bbdd162dc1 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,prepare samples for testing | testing and analysing substances
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062ec888-7fd2-4b1e-860e-4cdcc9503ab3,manage land resources permits,released,skill/competence,sector-specific,land resources permits managing | manage permits for land resources | land resources permit controlling | manage land resources permits | land resources permit managing | control permits for land resources | control land resources permits | managing land resources permits | controlling permits for land resources | land resources permits controlling | controlling land resources permits | managing permits for land resources,Study the potential impact of land resource utilisation on water and aquatic habitats. Make recommendations as to the approval or rejection of permits for those purposes.,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"preparing documentation for contracts, applications, or permits"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,perform a feasibility study on mini wind power,released,skill/competence,sector-specific,carry out feasibility study on mini wind power | do a feasibility study on mini wind power,"Perform the evaluation and assessment of the potential of mini wind power systems. Realise a standardised study to estimate the needed electrical power demand of the building, the part of mini wind power on total supply, and conduct research to support the process of decision making.",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,execute feasibility study | analysing business operations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/072f35a1-98e7-4a6c-9a19-474ace5644da,cultivate crops for biomass,released,skill/competence,sector-specific,growing crops for bio-mass | crop cultivating for biomass | crop growing for biomass | cultivate crops for bio-mass | cultivating crops for biomass | crops growing for bio-mass | crop growing for bio-mass | grow crops for biomass | crops cultivating for biomass | grow crops for bio-mass | growing crops for biomass | crop cultivating for bio-mass | crops growing for biomass | cultivate crops for biomass | crops cultivating for bio-mass | cultivating crops for bio-mass,"Carry out the cultivation of crops for bio-mass, process of crops for bio-mass.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivating land and crops
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/078e6210-224d-4331-9c8e-f881259b6bb0,safe use of pesticides,released,knowledge,sector-specific,insure pesticides are used safely | safe pesticides use | safe use of pesticide | safe use of pesticides | safe application of pesticides,"Precautions and regulations concerning the transport, storage and handling of chemical substances that exterminate pests.",http://data.europa.eu/esco/isced-f/0811,crop and livestock production
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07c29939-d5fe-4f7f-8546-f1d02fd352db,inspect silo systems,released,skill/competence,sector-specific,inspect a silo system | inspect silo systems | check silo systems | inspecting silo systems | detect silo systems | scrutinise silo systems | audit silo systems,Inspect silo systems to minimise any harmful emissions during their use.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,interpret scientific data to assess water quality,released,skill/competence,cross-sector,assess water quality data | interpret scientific data to assess water quality | analysing scientific data to assess water quality | interpret water quality data | interpreting water quality data | analyse water quality data | assessing water quality data | analyse scientific data to assess water quality | analysing water quality data | scientific data interpreting to assess water quality | scientific data analysing to assess water quality,Analyse and interpret data like biological properties to know the quality of water.,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,"manage water quality testing | evaluate data, information and digital content | analyse scientific data | analysing scientific and medical data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,environmental policy,released,knowledge,cross-sector,local environmental policy | local environmental protection policy | international environmental protection policy | national environmental policy | national environmental protection policy | environmental policy | international environmental policy,"Local, national and international policies dealing with the promotion of environmental sustainability and the development of projects which reduce negative environmental impact and improve the state of the environment.",http://data.europa.eu/esco/isced-f/0521,environmental sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,ensure compliance with environmental legislation,released,skill/competence,cross-sector,lead implementation of environmental policies and legislation | ensuring environmental legislation compliance | ensure compliance with environmental legislation | ensure environmental legislation compliance | ensuring compliance with environmental legislation | checking compliance with environmental laws | ensure compliance with environmental regulations | check compliance with environmental laws | ensuring of compliance with environmental legislation | lead implementation of environmental legislation,"Monitor activities and perform tasks ensuring compliance with standards involving environmental protection and sustainability, and amend activities in the case of changes in environmental legislation. Ensure that the processes are compliant with environment regulations and best practices.",http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,ensure compliance with legal requirements | complying with environmental protection laws and standards
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,mount photovoltaic panels,released,skill/competence,occupation-specific,photovoltaic panel installation | mounting of PV panels | install PV panels | installing photovoltaic panels | photovoltaic panel mounting | mount PV panels | PV panel mounting | mounting photovoltaic panels | installation of photovoltaic panels | mount photovoltaic panels | mounting of photovoltaic panels | installation of PV panels | PV panel installation,Securely install photovoltaic panels using a specified mounting system and on the defined position and inclination.,http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,"positioning materials, tools or equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,types of tidal stream generators,released,knowledge,sector-specific,TEC | types of tidal energy converter | types of tidal turbines,"Different types of generators such as crossflow turbines, flow augmented turbines, venturi effect devices, or tidal kite turbines. They are used to draw energy from water currents, either in rivers, or estuaries profiting the tidal range, as well as in the offshore underwater currents. ",http://data.europa.eu/esco/isced-f/0713,electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,conduct energy audit,released,skill/competence,sector-specific,conducting audit of energy | conducting energy audit | analyse energy consumption | conduct audit of energy | conduct energy audit | energy audit conducting | energy consumption analysing | analysing energy consumption,Analyse and evaluate the energy consumption in a systematic manner in order to improve the energy performance.,http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,analysing business operations | think critically
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b4f100c-813d-4eec-8aa5-4227bb98c635,ship related legislative requirements,released,knowledge,sector-specific,coverage of ship related legislative requirements | range of iOM conventions | coverage of IMO conventions | impact of IMO conventions | scope of IMO conventions | scope of ship related legislative requirements | range of ship related legislative requirements | ship related legislative requirements | impact of ship related legislative requirements,"Conventions of the International Maritime Organization (IMO) concerning safety of life at sea, security and protection of the marine environment.",http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa | http://data.europa.eu/esco/isced-f/0421,maritime law | law
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0bca9840-478a-40fd-a6c3-c8cc923add98,develop management plans,released,skill/competence,sector-specific,management plans developing | management plan developing | develop management plans | preparing management plans | developing management plans | management plans preparing | prepare management plans | management plan preparing,"Develop management plans to maintain fisheries and habitat, or restore them when necessary.",http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"developing financial, business or marketing plans"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5,apply sustainable tillage techniques,released,skill/competence,sector-specific,,Apply sustainable tillage techniques such as conservation tillage or no till farming in order to minimise the impact on soil.,http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,cultivating land and crops
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,types of insulation material,released,knowledge,cross-sector,insulation materials characteristics | sorts of insulation materials | types of insulating material | characteristics of insulation materials | insulating materials types | typology of insulation materials | insulation material types | kinds of insulation materials | types of insulation material | typology of insulating materials,"Various types of insulation material and their usage cases, advantages, risks and costs.",http://data.europa.eu/esco/isced-f/0732,building and civil engineering
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,adopt ways to reduce pollution,released,skill/competence,transversal,prefer public to private transport | use public transportation | prevent pollution  | reduce noise | handle your own waste,"Apply measures to reduce air, noise, light, water or environmental pollution, for example by using public transports, not leaving any waste in the natural environment, and reducing unnecessary light and noise emissions, particularly during the night.  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,applying environmental skills and competences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d7f5ea2-dee7-4d6f-9f1d-93772148e6f8,assess management of animals,released,skill/competence,sector-specific,"assess management of animals | evaluate management of animals | assess animal management | assess management of animals in different facilities | evaluate care, welfare and housing environment of animals","Evaluate the management of a wide range of animals including the care, welfare and housing environment of animals in a zoo, wildlife park, stable, farm or animal research facility.",http://data.europa.eu/esco/skill/c5ff50d7-97d3-401e-90ac-e5ae756a52de,monitoring health conditions of humans and animals 
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0b8991-4b24-4bb8-9113-df3ce43c1ff9,advise on mining environmental issues,released,skill/competence,sector-specific,give advice on mining environmental issues | advising about mining environmental issues | advising on mining environmental issues | advice giving on mining environmental issues | giving of advice on mining environmental issues | advising with regard to mining environmental issues | giving advice on mining environmental issues | advise on mining environmental issues | give advice about mining environmental issues,"Advise engineers, surveyors, geotechnical staff and metallurgists on environmental protection and land rehabilitation related to mining activities.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,advise others | communicate on the environmental impact of mining | advising on environmental issues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e628dde-8d1b-4a1d-b973-a349fe1725c8,conduct sediment control,released,skill/competence,sector-specific,conduct sediment control | conducting of sediment and erosion control | conducting of sediment control | conduct of sediment control | conducting sediment and erosion control | sediment control conduct | conduct sediment and erosion control | conducting sediment control | sediment and erosion control conduct,Manage sediment control processes and projects. Plan sediment control actions to prevent eroded soil from polluting nearby waterways.,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,"organising, planning and scheduling work and activities"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,green computing,released,knowledge,occupation-specific,green computing,"The use of ICT systems in an environmentally responsible and sustainable manner, such as the implementation of energy-efficient servers and central processing units (CPUs), reduction of resources and correct disposal of e-waste.",http://data.europa.eu/esco/isced-f/0712,environmental protection technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e81fcff-2fb5-4c87-afc2-49b5e5d9db50,operate biogas plant,released,skill/competence,occupation-specific,anaerobic digesters operating | operate biogas plant | operating biogas plant | biogas plants operating | anaerobic digester operating | biogas plant operating | operating anaerobic digester,"Operate equipment which treats energy crops and waste from farms, called anaerobic digesters. Ensure the equipment functions correctly in the transformation of biomass to biogas which is used for the generation of heat and electricity.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operating petroleum, chemical or water processing systems or equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6,use water disinfection equipment,released,skill/competence,sector-specific,operating water disinfection equipment | using water disinfection equipment | operate water disinfection equipment | water disinfection equipment using | water disinfection equipment operating | use water disinfection equipment,"Operate equipment for water disinfection, using different methods and techniques, such as mechanical filtration, depending on needs.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"operating petroleum, chemical or water processing systems or equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3,test wind turbine blades,released,skill/competence,sector-specific,testing wind turbine blades | evaluate wind turbine blades | test wind turbine blades | wind turbine blades testing | wind turbine blades evaluating | evaluating wind turbine blades,"Test new designs of wind turbine blades which are meant for usage on wind farms, ensuring that the blades are functional and safe for usage on the target wind farm.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installing wooden and metal components
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,develop agricultural policies,released,skill/competence,cross-sector,operate farming policies | implement agricultural policies | establish agricultural policies | establish farming policies | implement farming policies | develop agricultural policies | produce agricultural policies | operate agricultural policies | produce farming policies,"Develop programmes for development of new technologies and methodologies in agriculture, as well as the development and implementation of improved sustainability and environmental awareness in agriculture.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,developing policies and legislation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,social alliances,released,knowledge,sector-specific,,"The creation of partnerships between different actors (businesses, non-profit organisations or public sector organisations) through which they share resources and knowledge for a common cause: typically to solve a social or environmental challenge.",http://data.europa.eu/esco/isced-f/0314,sociology and cultural studies
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,ensure no harmful effects on feed additives,released,skill/competence,occupation-specific,ensure no harmful effects on feed additives | ensure no harmful effects on a feed additive | establish no harmful effects on feed additives | assure no harmful effects on feed additives | ensure no harmful effects on an additives in a feed | ensure no harmful effects on additives  to feed | maintain no harmful effects on feed additives | secure no harmful effects on feed additives,Ensure that feed additives undergo scientific evaluation to assess if the additive has any harmful effects on human or animal health or on the environment.,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,complying with health and safety procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,develop waste management processes,released,skill/competence,sector-specific,waste management process developing | waste management processes developing | develop waste management processes | waste management processes devising | developing waste management processes | devise waste management processes | waste management process devising | devising waste management processes,"Develop equipment, methods, and procedures which can be applied in various types of waste treatment and disposal facilities in order to improve efficiency of waste management processes, reduce environmental impact, and ensure the safety of staff operational in waste management.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,developing operational policies and procedures | manage waste
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/118796d8-28a3-4865-bcd0-d037f4abcc0f,coordinate greenhouse environment,released,skill/competence,sector-specific,coordinating greenhouse environment | ensuring correct greenhouse environment | greenhouse environment coordinating | coordinate greenhouse environment | taking care of greenhouse environment | take care of greenhouse environment | ensure correct greenhouse environment,Take care of the heating and cooling of greenhouses. Work together with the Grounds and Buildings Manager in keeping the irrigation systems and the horticultural equipment in good condition.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,directing operational activities
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,determine appropriate heating and cooling system ,released,skill/competence,sector-specific,determine systems that fit nzeb demands | determine appropriate heating and cooling system fitting nzeb demands | determine hvac system fitting nzeb demands,"Determine the appropriate system in relation to available energy sources (soil, gas, electricity, district etc) and that fit the NZEB demands.",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,developing objectives and strategies
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,hazardous materials transportation,released,knowledge,sector-specific,hazardous materials transportation | carriage of dangerous goods regulations | hazardous materials transport | ADR transport | transporting hazardous materials | ADR regulations | carriage of dangerous goods | ADR | transportation of hazardous materials | transport of hazardous materials,"Regulations and safety procedures which are involved in the transportation of hazardous materials and products, such as hazardous waste, chemicals, explosives, and flammable materials.",http://data.europa.eu/esco/isced-f/1041,transport services
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,climate change impact,released,knowledge,cross-sector,results of global warming impact | climate change impact | results of climate change impact | impact of climate change | nature of climate change impact | impact of global warming | scope of climate change impact | scope of global warming impact | nature of global warming impact,The impact of climate change on biodiversity and life conditions for plants and animals.,http://data.europa.eu/esco/isced-f/0532,earth sciences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,energy saving potential of automated shift systems,released,knowledge,occupation-specific,,Potential to save energy in automated shift systems through mechanisms such as improved efficiency and better anticipation of upcoming events.,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,energy efficiency | electricity and energy
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8,design a solar absorption cooling system,released,skill/competence,sector-specific,design a solar absorpion cooling system,"Design an absorption cooling generation system with solar regeneration by heat tube collectors. Calculate accurate cooling demand of the building in order to select the right capacity (kW). Make a detailed design of the installation, principle, automatisation strategy, using available products and concepts, select fitted products.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment
