conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed392b45-1087-44a7-89a9-d514224639ff,conduct mobile marketing,released,skill/competence,cross-sector,manage mobile marketing | mobile marketing conducting | conduct mobile marketing campaign | undertake mobile marketing | carry out mobile marketing | organise mobile marketing | conduct cell phone  marketing | conducting mobile marketing,Conduct mobile marketing using a mobile device e.g. tablet or smartphone. Gather personalised information and transfer it to customers in order to promote services or goods.,http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promoting products, services, or programs"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed39edd3-44d0-4a16-9796-bfb99f92baf3,ICT performance analysis methods,released,knowledge,sector-specific,ICT performance analysis methods | performance analysis techniques,"The methods used to analyse software, ICT system and network performance which provide guidance to root causes of issues within information systems. The methods can analyse resource bottlenecks, application times, wait latencies and benchmarking results.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed5bbc64-7017-4e2e-b44e-65df88013a84,analyse information systems,released,skill/competence,occupation-specific,examine information systems | review information systems | analyse information system | analysing information systems | analyze  information systems | analyse info systems | evaluate information systems,"Conduct analyses of information systems such as archives, libraries and documentation centers to verify their effectiveness. Develop specific problem solving techniques in order to improve the performance of the systems.",http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909 | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,"manage quantitative data | evaluating systems, programmes, equipment and products | process qualitative information"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72,integrate system components,released,skill/competence,sector-specific,assemble system | setup system | integrate system components,Select and use integration techniques and tools to plan and implement integration of hardware and software modules and components in a system. ,http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,setting up computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eda4d727-4374-49af-ace4-118c7c906835,search engine optimisation,released,knowledge,sector-specific,SEM | search engine marketing | Search marketing | search engine optimization,The marketing approach which promotes webpage presentation by affecting the specific structures of the website which impact its visibility in unpaid search results.,http://data.europa.eu/esco/isced-f/0414 | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650,"marketing and advertising | evaluate data, information and digital content"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edf081e4-d2dc-4a60-8c49-7b7e45b5ebe3,create risk maps,released,skill/competence,sector-specific,create risk maps | generate risk maps | develop risk maps | design risk maps,"Use data visualisation tools in order to communicate the specific financial risks, their nature and impact for an organisation.",http://data.europa.eu/esco/skill/7e153e1d-2b12-43ad-89f3-0cf82ebc4a30,performing risk analysis and management
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee02393d-27dd-438a-8879-b8088ce45e79,ICT environmental policies,released,knowledge,occupation-specific,ICT environmental policies,"The international and organisational policies which deal with the assessment of the environmental impact of innovations and developments in the field of ICT, as well as with methods for reducing negative impact and applying ICT innovations to aid the environment.",http://data.europa.eu/esco/isced-f/0611,computer use
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48,verify formal ICT specifications,released,skill/competence,sector-specific,verify formal IT specifications | verify formal ICT specifications,"Check capabilities, correctness and efficiency of intended algorithm or system to match certain formal specifications.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,installing wooden and metal components
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee6c325b-223e-432f-89c3-a0f135adac9e,create cadastral maps,released,skill/competence,cross-sector,make cadastral maps | make cadastral cartographical diagrams | produce cadastral cartographical diagrams | design cadastral maps | create cadastral maps | design cadastral cartographical diagrams | draw cadastral cartographical diagrams | produce cadastral maps | draw cadastral maps,Create maps using data gathered during surveying and measurement activities and specialised software which outline a region's constructions' and buildings' boundaries.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,using computer aided design and drawing tools
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ee8fee1a-75c1-43fb-b08d-779929f99249,apply control process statistical methods,released,skill/competence,cross-sector,apply control process statistical methods | apply control processing statistical method | utilise control process statistical methods | employ control process statistical methods | apply a control process statistical methodology | apply control process statistical methodology | implement control process statistical methods | administer control process statistical methods,Apply statistical methods from Design of Experiments (DOE) and Statistical Process Control (SPC) in order to control manufacturing processes.,http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/382c11ed-20d5-4ae7-b60e-15fec527fa6c,analysing business operations | apply statistical analysis techniques
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eeca3780-8049-499f-a268-95a7ad26642c,SaaS (service-oriented modelling),released,knowledge,sector-specific,SaaS model,"The SaaS model consists of principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture.",http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98 | http://data.europa.eu/esco/isced-f/0612,service-oriented modelling | database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eee58e6d-4587-42f0-b9a0-fe055cfe2044,develop animations,released,skill/competence,sector-specific,design graphics and animation | develop an animation | develop animations | design animations | developing animations | develop animated models,"Design and develop visual animations using creativity and computer skills. Make objects or characters appear lifelike by manipulating light, colour, texture, shadow, and transparency, or manipulating static images to give the illusion of motion.",http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,creating artistic designs or performances
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/eeef9d73-f215-40fb-92cc-6498f13fc3f2,create infrared imagery,released,skill/competence,sector-specific,create infrared imagery | creation of infrared imagery | infrared imagery creation | create infrared spectrum imagery | producing  infrared imagery | infrared imagery production | creating infrared imagery | production of infrared imagery | produce infrared imagery,Use an infrared camera to produce imagery displaying the infrared part of the spectrum.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operating audio-visual equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef0527db-0442-4f05-a150-533b410e1cc1,operate railway control panels,released,skill/competence,sector-specific,use rail control panels | operate rail control panels | perform railway operations using control panels | operate railway control panels | utilise railway control panels | utilise control panels to perform railway functions | perform railway functions through use of control panels | operate railroad control panels | use control panels to perform railway functions | use railway control panels | conduct railway operations using control panels,"Operate various types of railway control panels such as Individual Function Switch (IFS), One Control Switch (OCS) or Entrance Exit (NX).",http://data.europa.eu/esco/skill/1fa420ed-5378-4258-8d7a-9ec274dda927 | http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,operate control panels | using digital tools to control machinery
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef069fe6-305b-4452-8f7d-0c572e98effc,mobile marketing,released,knowledge,sector-specific,cell phone  marketing,"The study of marketing which uses mobile devices as a communication channel. This approach can provide potential customers with personalised information (using location or time context) which promotes products, services or ideas.",http://data.europa.eu/esco/isced-f/0414,marketing and advertising
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ef64005d-75bc-4597-8ed6-717edec5e55e,enhance website visibility,released,skill/competence,cross-sector,website marketing | enhance website visibility,"Promote the website to users, business partners and search engines. Optimise the website exposure to search engines, send out emails, determine pricing and policies and conduct marketing actions.",http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d | http://data.europa.eu/esco/skill/d04ee340-5378-4601-8181-19da6d5cbfe0,"developing financial, business or marketing plans | manage website"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0010b93-5552-45cb-ad26-168c8168f319,Nexpose,released,knowledge,sector-specific,Nexpose | Rapid7 Nexpose,"The computer program Nexpose is a specialised ICT tool which tests security weaknesses of the system for potentially unauthorised access to system information, developed by the software company Rapid7.",http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436 | http://data.europa.eu/esco/isced-f/0613,penetration testing tool | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081,manage standard enterprise resource planning system,released,skill/competence,sector-specific,managing standard enterprise resource planning system | regulate standard enterprise resource planning system | standard enterprise resource planning system management | maintain standard enterprise resource planning system | supervise standard enterprise resource planning system | manage standard enterprise resource planning systems | oversee standard enterprise resource planning system | manage standard enterprise resource planning system,"Collect, manage and interpret data relevant for companies related to shipping, payment, inventory, resources and manufacturing using specific business management software. Such software as Microsoft Dynamics​, SAP ERP, Oracle ERP.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f049d050-12da-4e40-813a-2b5eb6df6b51,Internet of Things,released,knowledge,sector-specific,Ubiquitous computing | smart devices | IoT | Pervasive systems | Information appliances | Internet of Things,"The general principles, categories, requirements, limitations and vulnerabilities of smart connected devices (most of them with intended internet connectivity).",http://data.europa.eu/esco/isced-f/0611,computer use
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,DevOps,released,knowledge,sector-specific,DevOps,The DevOps development approach is a methodology to design software systems and applications focused on the collaboration and between software programmers and other ICT professionals and automation.,http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,ICT project management methodologies | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0f2da78-ef60-4653-b2c8-ff0a7a9ea2f8,instruct library users in digital literacy,released,skill/competence,occupation-specific,instructing library users | instruct library users | teach library users | train library users,"Teach library visitors basic computer skills, such as searching digital databases.",http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b | http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b,teaching and training | instruct others
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0f5bb34-71df-4715-9c9e-03567b76ec8f,create website wireframe,released,skill/competence,sector-specific,create website wireframe,"Develop an image or set of images that display the functional elements of a website or page, typically used for planning a website's functionality and structure.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f0ff6f10-cbb4-44c0-acd5-ed17046b1396,install signal repeaters,released,skill/competence,sector-specific,install signal repeaters | install amplifiers and repeaters,Set up and configure devices which enhance strength of signal of a communication channel to enable proper reception and reproduction in further places.,http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"installing and repairing electrical, electronic and precision equipment"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1a56786-e6d7-4b2e-a39c-23e09024d473,concepts of telecommunications,released,knowledge,sector-specific,concepts of telecommunications | telecommunication,"The telecommunication principles, theories, models, equipment and processes such as transfer rate, bandwidth, signal-to-noise ratio, bit error ratio and C/N ratio, as well as the effect of the qualities of the transmission path on the operation and quality of telecommunications.",http://data.europa.eu/esco/isced-f/0714,electronics and automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f22dd07b-cb0f-4b18-ba54-d922dfaa8c14,use CAD for lasts,released,skill/competence,sector-specific,use computer-aided design for lasts | use CAD for lasts in the footwear industry | operate CAD software for lasts in the footwear industry | operate CAD software for lasts | use CAD for footwear lasts | use CAD software for lasts | operate CAD software for footwear lasts | use CAD for lasts,"Be able to digitise and scan the lasts. Work with various 2D and 3D CAD systems and use the software to adopt and transform the shape of the lasts according to dimensional requirements of the customer. Making 2D templates for controlling the shape of the new last. Produce technical drawing and prepare technical specification sheets for manufacturing. Grade the last. Export the files of the virtual model to 3D printers, CAM or CNC systems.",http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1 | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,use CAD software | using computer aided design and drawing tools
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f2741507-c5f7-45b6-8bcd-8d0d27650d68,explain characteristics of computer peripheral equipment,released,skill/competence,sector-specific,explain characteristics of computer peripheral equipment | disclose characteristics of computer peripheral equipment | explaining the characteristics of computer peripheral equipment | explain the characteristics of computer peripheral equipment | clarify characteristics of computer peripheral equipment | describe characteristics of computer peripheral equipment | explaining characteristics of computer peripheral equipment | demonstrate characteristics of computer peripheral equipment,"Explain to customers the features of computers and peripheral computer equipment; inform customers on memory capacity, processing speed, data input, performance, etc.",http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/b3fc5018-ff7b-46fd-be18-dd4148e9b241,advising on products and services | advise customers on type of computer equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f28617ad-afdd-4041-814c-216153a38998,analyse software specifications,released,skill/competence,sector-specific,analyze  software specifications | analyse software or system specifications,"Assess the specifications of a software product or system to be developed by identifying functional and non-functional requirements, constraints and possible sets of use cases which illustrate interactions between the software and its users.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f2c26cd0-f823-4549-a418-f84d23131308,THC Hydra,released,knowledge,sector-specific,THC Hydra,The package THC Hydra is a parallelized login cracker which tests security weaknesses of the systems' protocols for potentially unauthorised access to system information. The main features include network logon cracker and passwords reading and printing.,http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,software and applications development and analysis | penetration testing tool
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f2d57f41-43b4-4f5b-8100-3df5c21eda50,process data,released,skill/competence,cross-sector,process data | handle data | convert data | data processing | analyse data | measure data | processing of data | refine data | processing data,"Enter information into a data storage and data retrieval system via processes such as scanning, manual keying or electronic data transfer in order to process large amounts of data.",http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,entering and transforming information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f36fb0bd-21d5-4347-b484-69c735f4e700,OmniPage,released,knowledge,sector-specific,OmniPage,"The computer program OmniPage is software that electronically converts printed and typed images into machine-encoded text so that documents can be electronically stored, edited and digitally displayed.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/12c82224-6394-4c3c-9831-2a8198ed1274,software and applications development and analysis | optical character recognition software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f39336a8-8bf3-4a36-ac40-2f88836f5112,operate an emergency communication system,released,skill/competence,cross-sector,operate emergency communication system | use emergency communication system | operate communication system used in emergencies | handle emergency communication system tools | communicate using emergency communication tools | operate an emergency communication system | operate emergency communication systems,"Efficiently operate common communication systems used in emergencies, such as base station mobile transmitters and receivers, portable transmitters and receivers, repeaters, cellular phones, pagers, automated vehicle locators, and satellite phones as required.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operating communications equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f399a9c1-be41-4117-bf86-a64b503c4cfd,supervise data entry,released,skill/competence,cross-sector,oversee data entry | supervising data entry | data entry supervision | manage data entry | supervision of data entry | monitor data entry | supervise data entry | watch over data entry,"Supervise the entry of information such as addresses or names in a data storage and retrieval system via manual keying, electronic data transfer or by scanning.",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,use databases | entering and transforming information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f39ea734-faef-48a7-9544-14e691aed6ab,set up media storage ,released,skill/competence,occupation-specific,,"Set up and configure media storage and access systems and related redundancy and backup systems to ensure maximum data safety, maximum accessibility and low latency of the used media. ",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,setting up computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f3d8547b-e7c4-4024-8f2d-0ccf3f522779,use aeronautical mobile service communications,released,skill/competence,occupation-specific,transmission of information through aeronautical mobile service | use of AMS communications | transmission of information through aeronautical radio communications service | use of aeronautical radiocommunication service | communication through AMS | utilisation of aeronautical radiocommunication service | use aeronautical mobile service communications | utilisation of aeronautical mobile service communications | utilisation of AMS communications | transmission of information through AMS | communication through aeronautical mobile service | communication through aeronautical radiocommunication service,"Make use of aeronautical communications devices to transmit and receive technical information to and from aircraft, in line with technical regulations and provisions.",http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,operating communications equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f40da95c-febe-406c-96aa-2d6d9c09a0a3,convert different audiovisual formats,released,skill/competence,cross-sector,adapt different audio-visual formats | convert different audiovisual formats | reorganise different audio-visual formats | converting a different audio-visual format | transform different audio-visual formats | modify different audio-visual formats | converting different audio-visual formats | convert a different audio-visual format,Use specialised software to convert data from one audio and/or video format to another.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4229545-9cd3-4abf-ac7b-744040a7a61b,use milk control software,released,skill/competence,sector-specific,using software for milk control | operate software for milk control | operating milk control software | milk control software using | operate milk control software | use milk control software | milk control software operating | use software for milk control | using milk control software | operating software for milk control,Efficiently use milk testing software and interpret the results correctly.,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4346299-e22a-4686-8e61-2c9b0cd51c7d,apply digital security measures,released,skill/competence,transversal,protect ICT devices | use anti-virus software | implement digital security measures | remove viruses and malware from a computer | up-date online security measures | protect digital devices | protect personal data,Follow simple ways to protect digital devices and content.,http://data.europa.eu/esco/skill/3399045f-8078-4066-8b46-475b49b260ab,working with digital devices and applications
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f47a1998-0beb-43be-9f46-380aa4d183da,Jenkins (tools for software configuration management),released,knowledge,sector-specific,Jenkins Continuous Integration server | Jenkins CI | Jenkins,"The tool Jenkins is a software program to perform configuration identification, control, status accounting and audit of software during its development and maintenance.",http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f | http://data.europa.eu/esco/isced-f/0613,tools for software configuration management | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4a6e9f7-5cff-46c0-894c-59c20bb78694,automation technology,released,knowledge,cross-sector,technology for control systems | technologies of automation | control systems | automation technologies | control systems technology | automation technology | technology of control systems,"Set of technologies that make a process, system, or apparatus operate automatically through the use of control systems.",http://data.europa.eu/esco/isced-f/0714,electronics and automation
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f4a85869-1855-45d5-a43c-7ee8cd451996,perform ICT security testing,released,skill/competence,sector-specific,perform security vulnerability assessments | prepare and apply security test plans,"Execute types of security testing, such as network penetration testing, wireless testing, code reviews, wireless and/or firewall assessments in accordance with industry-accepted methods and protocols to identify and analyse potential vulnerabilities.",http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f | http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb | http://data.europa.eu/esco/skill/ce354460-500e-4eaa-8e95-8f243fcea3db | http://data.europa.eu/esco/skill/69cfc5ed-6569-4aca-a4cc-fd782ba51d9c | http://data.europa.eu/esco/skill/a4b2a278-2123-4450-8b43-be01c4f341da | http://data.europa.eu/esco/skill/fe1c2b32-7fe9-4668-affa-07ff658a68cf,protecting ict devices | protect personal data and privacy | manage system testing | implement ICT risk management | safeguard online privacy and identity | identify ICT security risks
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5750c05-7b15-4e0b-8591-f9a1bb95aaac,operate machine tools,released,skill/competence,occupation-specific,operating machine tools | operate machine tools | machine tools using | machine tools operating | using machine tools | machine tool operating | use machine tools | machine tool using,Program and operate numerically controlled machine tools.,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,using digital tools to control machinery
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f597f772-24d3-4cec-813c-cf5a7027c794,N1QL,released,knowledge,sector-specific,N1QL | Couchbase Query Language | Non-first Normal Form Query Language,The computer language N1QL is a query language for retrieval of information from a database and of documents containing the needed information. It is developed by the software company Couchbase.,http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806 | http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586,resource description framework query language | software and applications development and analysis | query languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5ac9226-0ace-4d34-a1c3-7b3845834a98,maintain ICT server,released,skill/competence,sector-specific,maintain ICT server,"Diagnose and eliminate hardware faults via repair or replacement. Take preventive measures, review performance, update software, review accessibility.",http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,maintain ICT system | working with computers
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85,operate 3D computer graphics software,released,skill/competence,sector-specific,operate 3D computer graphics software,"Use graphical ICT tools, such as Autodesk Maya, Blender which enable digital editing, modelling, rendering and composition of graphics. These tools are based in mathematical representation of three-dimensional objects.",http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,creating visual displays and decorations
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5f9b6fe-0ff2-4c0b-887a-12702d8612ba,tend CNC engraving machine,released,skill/competence,cross-sector,tend CNC engraving machine | watch over CNC engraving machine | guard CNC engraving machine | guard computer controlled etching machinery | oversee CNC engraving machine | take care of CNC engraving machine | watch over computer controlled etching machinery | take care of computer controlled etching machinery | oversee computer controlled etching machinery,Monitor and operate a computer numerical controlled (CNC) engraving machine according to regulations.,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,using digital tools to control machinery
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f632251a-4078-4546-b19f-7ef528d08325,use IT tools,released,skill/competence,cross-sector,employ IT tools | use information technology tools | utilize IT tools | utilize information technology tools | employ information and communication technology tools | employ ICT tools | employ information technology tools | use ICT tools | use IT tools | use information and communication technology | utilise information technology tools | utilise IT tools | use information and communication technology tools | use information technology,"Application of computers, computer networks and other information technologies and equipment to storing, retrieving, transmitting and manipulating data, in the context of a business or enterprise.",http://data.europa.eu/esco/skill/2b34a99f-9813-4c91-9509-b6b9b8c3132e | http://data.europa.eu/esco/skill/580660a6-5d3a-421d-a54f-d85b706c2b2f | http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,collaborate through digital technologies | use online tools to collaborate | accessing and analysing digital data
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f6424ebb-8401-446b-9f7e-10d7c854da02,ICT network simulation,released,knowledge,sector-specific,ICT network simulation,The methods and tools which enable modelling of the ICT network behaviour by calculating the data exchange among entities or capturing and reproducing characteristics from a functioning network.,http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535,use microsoft office,released,skill/competence,cross-sector,have proficiency in microsoft office | be a proficient MS office user | possess proficiency in MS office | utilise microsoft office applications | use microsoft office software | use microsoft office | be a proficient microsoft office user | possess proficiency in microsoft office | use microsoft office programmes | have proficiency in MS office | utilise microsoft office | utilise microsoft office programmes | utilise microsoft office software | use microsoft office applications,"Use the standard programs contained in Microsoft Office. Create a document and do basic formatting, insert page breaks, create headers or footers, and insert graphics, create automatically generated tables of contents and merge form letters from a database of addresses. Create auto-calculating spreadsheets, create images, and sort and filter data tables.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d,design component interfaces,released,skill/competence,occupation-specific,design component interfaces | design and implement component interfaces,Use methods and tools to design and program interfaces of software and system components.,http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f68cd42c-1d67-4ca7-9b37-8f024763823d,scan photos,released,skill/competence,sector-specific,scan photographs | scan images | scan photos | scan of photos | scan pictures,"Scan images into computers for editing, storage, and electronic transmission.",http://data.europa.eu/esco/skill/64e505a8-8c7a-40a4-9776-0fd5ced146fa | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"select photos | managing, gathering and storing digital data"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f6d294f4-db62-4fc5-a7b8-778e5071c112,carry out forum moderation,released,skill/competence,cross-sector,carry out forum moderation | carry out moderation of forums | moderate online forum activity | perform moderation of online forums | act as a forum moderator | perform moderation of forums | moderate forum activity | undertake forum moderation | perform forum moderation | moderate forum | moderate online forums | carry out moderation of online forums,"Supervise communication activity on a web forum and other discussion platforms by assessing if the content adheres to forum regulations, enforcing rules of conduct, and ensuring the forum remains free of illegal material and conflict.",http://data.europa.eu/esco/skill/5b46f572-7ced-4efd-b270-a81a164d521c | http://data.europa.eu/esco/skill/64e09849-a7db-4d6b-a932-66264420eb97 | http://data.europa.eu/esco/skill/9c17f73f-345c-4c55-8b59-47b445941b7b,moderate a discussion | apply social media marketing | mediating and resolving disputes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f6e32a5b-bd38-4dd2-87e5-24d56152bcc6,apply through-hole technology manually,released,skill/competence,occupation-specific,use through-hole technology manually | manually using through-hole technology | apply through-hole technology manually | using through-hole technology manually | use THT manually | manually applying through-hole technology | applying through-hole technology manually | applying THT manually | manually applying THT | apply THT manually | using THT manually | manually using THT,Use through-hole technology (THT) to attach the leads of larger electronic components through the corresponding holes in printed circuit boards. Apply this technique manually.,http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,setting up computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f771d20c-815b-43e1-9355-b7f3f63a0b23,promote prevention of social isolation,released,skill/competence,occupation-specific,promoting prevention of social isolation | promote social isolation prevention | encourage  prevention of social reclusion | promote prevention of social reclusion | promote prevention of social isolation | encourage  prevention of social isolation,Promote the use of ICT devices in order to prevent the care recipient to loose contact with his social environment.,http://data.europa.eu/esco/skill/f9db77be-eb63-4937-a0d0-b581733e7d2a,providing support to resolve problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7e051fc-8f7b-45b3-8911-8ffb9b951f4a,blockchain consensus mechanisms,released,knowledge,sector-specific,blockchain consensus protocols | proof of work | POS | CaaS | proof of authority | consensus as a service | distributed ledger consensus protocols | dPOS | POW | proof of stake | consensus building mechanisms | delegated proof of stake,The different mechanisms and their characteristics that ensure a transaction is propagated correctly in the distributed ledger.,http://data.europa.eu/esco/isced-f/0619,information and communication technologies not elsewhere classified
